,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
150,299.995089,28.855880,2.776485,-0.207985,5.898116,9.890163,1.482558,1.982004,6.919224
151,301.995056,29.257723,2.362551,-0.216350,5.998273,10.024061,1.405539,1.439950,6.986782
152,303.995023,29.665508,1.930617,-0.221310,6.093078,10.121187,1.061689,0.664546,7.054232
153,305.994991,30.077342,1.487766,-0.223091,6.164420,10.165843,0.553054,0.516378,7.121429
154,307.994958,30.490351,1.040898,-0.221916,6.201363,10.200336,0.139710,0.679205,7.188228
155,309.994925,30.901604,0.596669,-0.217961,6.210621,10.245345,0.110510,0.672107,7.254495
156,311.994892,31.309375,0.161420,-0.211413,6.217873,10.289448,0.318801,0.501356,7.320114
157,313.994860,31.713411,-0.258995,-0.202496,6.238554,10.321972,0.553981,0.330432,7.384986
158,315.994827,32.114105,-0.659340,-0.191455,6.274035,10.343135,0.729110,-0.527011,7.449032
159,317.994794,32.511853,-1.035089,-0.178577,6.320088,10.309846,0.976260,-3.105830,7.512196
160,319.994762,32.907150,-1.382624,-0.164290,6.380857,10.116518,1.269949,-5.285108,7.574443
161,321.994729,33.300788,-1.699474,-0.149067,6.458726,9.792455,1.458503,-7.070011,7.635759
162,323.994696,33.693492,-1.984198,-0.133308,6.546805,9.365495,0.761721,-8.467286,7.696150
163,325.994663,34.084269,-2.236184,-0.117338,6.592115,8.861828,-1.012901,-9.482353,7.755634
164,327.994631,34.468911,-2.455473,-0.101419,6.532747,8.306041,-3.253349,-10.119546,7.814246
165,329.994598,34.841023,-2.642589,-0.085753,6.344727,7.721205,-5.363377,-10.383272,7.872039
166,331.994565,35.194191,-2.798397,-0.070487,6.038809,7.128960,-13.087430,-10.266856,7.929077
167,333.994532,35.513774,-2.923990,-0.055723,5.301149,6.550279,-13.815766,-9.782095,7.985441
168,335.994500,35.788039,-3.020576,-0.041515,4.530321,6.004504,-8.591125,-9.030357,8.041235
169,337.994467,36.025526,-3.089405,-0.027888,4.055027,5.504910,-3.951340,-8.313037,8.096559
170,339.994434,36.242305,-3.131731,-0.014866,3.837983,5.048281,-1.069127,-7.695689,8.151488
171,341.994401,36.450207,-3.148827,-0.002477,3.779625,4.628215,-0.623636,-7.172399,8.206072
172,343.994369,36.654419,-3.141998,0.009249,3.745779,4.238949,-1.835316,-6.741821,8.260345
173,345.994336,36.853973,-3.112583,0.020281,3.646693,3.874969,-3.505524,-6.405493,8.314334
174,347.994303,37.044855,-3.061963,0.030595,3.458336,3.530792,0.657490,-6.165862,8.368065
175,349.994270,37.230822,-2.991553,0.040168,3.493512,3.200910,0.989979,-5.991890,8.421566
176,351.994238,37.418373,-2.902806,0.048980,3.546262,2.881642,-0.674924,-5.848908,8.474850
177,353.994205,37.605631,-2.797211,0.057019,3.510442,2.571228,-1.966998,-5.737659,8.527922
178,355.994172,37.788478,-2.676279,0.064277,3.406447,2.267879,-2.518308,-5.653636,8.580792
179,357.994139,37.964430,-2.541534,0.070758,3.273787,1.970055,-2.908814,-5.593791,8.633470
180,359.994107,38.132289,-2.394499,0.076466,3.121080,1.676391,-2.619567,-5.555557,8.685968
181,361.994074,38.292022,-2.236687,0.081417,2.984004,1.385681,-2.547285,-5.535962,8.738296
182,363.994041,38.444218,-2.069589,0.085627,2.851123,1.096895,-2.597715,-5.531948,8.790462
183,365.994008,38.588989,-1.894667,0.089116,2.716018,0.809183,-2.608862,-5.538241,8.842471
184,367.993976,38.726329,-1.713347,0.091906,2.580727,0.521978,-2.999079,-5.548378,8.894329
185,369.993943,38.855776,-1.527016,0.094024,2.425637,0.235057,-3.453311,-5.554947,8.946042
186,371.993910,38.976280,-1.337006,0.095497,2.247540,-0.051426,-3.616886,-5.548396,8.997615
187,373.993878,39.087107,-1.144600,0.096354,2.061488,-0.336835,-3.725474,-5.518317,9.049054
188,375.993845,39.187987,-0.951017,0.096627,1.870317,-0.620005,-3.739998,-5.454422,9.100369
189,377.993812,39.278842,-0.757414,0.096348,1.678837,-0.899260,-3.239054,-5.345422,9.151567
190,379.993779,39.360385,-0.564878,0.095551,1.513356,-1.172354,-2.903294,-5.180879,9.202656
191,381.993747,39.433775,-0.374426,0.094273,1.365322,-1.436518,-1.282903,-4.949306,9.253644
192,383.993714,39.501599,-0.186996,0.092551,1.300031,-1.688404,0.845887,-4.645319,9.304538
193,385.993681,39.568731,-0.003446,0.090428,1.343001,-1.924383,1.267811,-4.283313,9.355337
194,387.993648,39.638453,0.175459,0.087948,1.407282,-2.141555,2.171234,-3.884387,9.406039
195,389.993616,39.712439,0.349045,0.085157,1.517143,-2.338100,3.748132,-3.466040,9.456638
196,391.993583,39.793813,0.516731,0.082099,1.706377,-2.513092,5.474626,-3.046099,9.507125
197,393.993550,39.886696,0.678031,0.078821,1.982102,-2.666506,7.325525,-2.640360,9.557489
198,395.993517,39.995484,0.832546,0.075365,2.350017,-2.799115,8.456881,-2.259145,9.607713
199,397.993485,40.123727,0.979962,0.071769,2.773384,-2.912212,8.360523,-1.906221,9.657775
200,399.993452,40.272452,1.120041,0.068071,3.190375,-3.007287,7.407199,-1.580130,9.707651
201,401.993419,40.440048,1.252613,0.064302,3.558275,-3.085768,5.899299,-1.276625,9.757319
202,403.993386,40.623182,1.377570,0.060490,3.849941,-3.148886,4.490316,-0.990764,9.806760
203,405.993354,40.818033,1.494853,0.056658,4.070864,-3.197631,3.311903,-0.718198,9.855960
204,407.993321,41.021271,1.604444,0.052825,4.232982,-3.232787,2.998563,-0.455460,9.904910
205,409.993288,41.230950,1.706361,0.049007,4.378997,-3.254966,2.858893,-0.200498,9.953605
206,411.993255,41.446404,1.800652,0.045220,4.517470,-3.264677,3.065624,0.047357,10.002040
207,413.993223,41.667584,1.887394,0.041474,4.665152,-3.262396,3.233808,0.287808,10.050214
208,415.993190,41.894793,1.966686,0.037783,4.820077,-3.248607,3.472545,0.519877,10.098122
209,417.993157,42.128356,2.038648,0.034158,4.985505,-3.223841,3.751785,0.742191,10.145761
210,419.993124,42.368707,2.103423,0.030606,5.163211,-3.188687,4.142352,0.953023,10.193127
211,421.993092,42.616429,2.161170,0.027137,5.358270,-3.143810,4.373009,1.150277,10.240215
212,423.993059,42.872024,2.212061,0.023758,5.562957,-3.089969,4.365256,1.331594,10.287022
213,425.993026,43.135538,2.256284,0.020474,5.766030,-3.028023,4.227362,1.494677,10.333543
214,427.992994,43.406614,2.294035,0.017289,5.961458,-2.958925,3.939096,1.637422,10.379772
215,429.992961,43.684608,2.325518,0.014210,6.142399,-2.883710,-4.733135,1.758307,10.425707
216,431.992928,43.960019,2.350948,0.011237,5.926377,-2.803461,-4.356311,1.856832,10.471347
217,433.992895,44.224352,2.370539,0.008372,5.728779,-2.719237,-4.075806,1.934036,10.516706
218,435.992863,44.478531,2.384510,0.005616,5.544993,-2.632027,-3.773242,1.991291,10.561798
219,437.992830,44.723368,2.393075,0.002968,5.375806,-2.542740,-3.523599,2.029513,10.606637
220,439.992797,44.959610,2.396452,0.000427,5.218663,-2.452229,-3.205910,2.048946,10.651234
221,441.992764,45.187991,2.394854,-0.002008,5.076426,-2.361324,-3.158352,2.055208,10.695601
