,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
226,451.957289,46.467984,0.041696,0.005307,4.007540,-1.528742,-4.428921,2.492536,11.169239
227,453.957100,46.636062,0.052402,0.005395,3.817274,-1.421662,-4.474944,2.588102,11.212199
228,455.956911,46.795378,0.063263,0.005463,3.625702,-1.310866,-4.511216,2.680358,11.255009
229,457.956722,46.945974,0.074243,0.005514,3.433216,-1.196500,-4.527854,2.764097,11.297677
230,459.956533,47.087912,0.085308,0.005551,3.240621,-1.078927,-4.413929,2.834545,11.340213
231,461.956344,47.221382,0.096436,0.005576,3.053420,-0.958710,-4.264693,2.887711,11.382624
232,463.956155,47.346713,0.107606,0.005593,2.873043,-0.836573,-4.103786,2.920728,11.424920
233,465.955966,47.464266,0.118804,0.005605,2.699916,-0.713356,-3.910286,2.931497,11.467107
234,467.955777,47.574431,0.130025,0.005615,2.535349,-0.589981,-3.553799,2.918393,11.509192
235,469.955588,47.677761,0.141263,0.005624,2.386120,-0.467434,-3.168983,2.880446,11.551184
236,471.955399,47.774964,0.152519,0.005633,2.253330,-0.346735,-3.096802,2.817993,11.593087
237,473.955210,47.866491,0.163797,0.005646,2.123821,-0.228886,-0.087870,2.728286,11.634907
238,475.955021,47.955066,0.175103,0.005661,2.120154,-0.115003,1.160120,2.612080,11.676648
239,477.954832,48.044407,0.186440,0.005677,2.168489,-0.006173,1.628280,2.477084,11.718312
240,479.954643,48.135992,0.197810,0.005694,2.236201,0.096837,1.645648,2.329499,11.759898
241,481.954454,48.230223,0.209215,0.005711,2.304504,0.193522,1.747200,2.173792,11.801403
242,483.954265,48.327179,0.220653,0.005727,2.376877,0.283566,1.821954,2.013486,11.842825
243,485.954076,48.426991,0.232120,0.005740,2.452192,0.366799,1.900133,1.851426,11.884162
244,487.953887,48.529762,0.243607,0.005748,2.530574,0.443172,1.981311,1.689969,11.925413
245,489.953698,48.635604,0.255103,0.005749,2.612129,0.512734,2.088017,1.531049,11.966575
246,491.953509,48.744647,0.266594,0.005743,2.697885,0.575615,1.981291,1.376233,12.007646
247,493.953320,48.856862,0.278065,0.005729,2.779072,0.632009,2.269757,1.226778,12.048623
248,495.953131,48.972371,0.289498,0.005705,2.871863,0.682161,2.200623,1.083654,12.089504
249,497.952942,49.091324,0.300874,0.005671,2.961611,0.726356,2.472461,0.947567,12.130287
250,499.952753,49.213856,0.312170,0.005626,3.062198,0.764906,2.443744,0.819014,12.170970
251,501.952564,49.340131,0.323367,0.005571,3.161363,0.798141,2.652500,0.698311,12.211549
252,503.952375,49.470256,0.334442,0.005505,3.268720,0.826404,2.684127,0.585666,12.252023
253,505.952186,49.604386,0.345376,0.005429,3.377066,0.850045,2.939237,0.481156,12.292389
254,507.951997,49.742709,0.356147,0.005343,3.495384,0.869413,3.049083,0.384686,12.332643
255,509.951808,49.885472,0.366736,0.005247,3.617775,0.884855,3.185240,0.296048,12.372784
256,511.951619,50.032820,0.377124,0.005142,3.745261,0.896704,3.348753,0.215011,12.412807
257,513.951430,50.184937,0.387293,0.005028,3.878889,0.905284,3.578336,0.141256,12.452711
258,515.951241,50.342074,0.397227,0.004907,4.021238,0.910903,3.652304,0.074357,12.492492
259,517.951052,50.504406,0.406911,0.004779,4.166069,0.913852,3.883503,0.013874,12.532147
260,519.950863,50.672103,0.416332,0.004644,4.319564,0.914400,3.967496,-0.040665,12.571672
261,521.950674,50.845338,0.425478,0.004504,4.475852,0.912798,4.232592,-0.089743,12.611064
262,523.950485,51.024303,0.434341,0.004360,4.642006,0.909275,4.406255,-0.133856,12.650320
263,525.950296,51.209250,0.442912,0.004213,4.814361,0.904039,4.524647,-0.173564,12.689436
264,527.950107,51.400314,0.451187,0.004063,4.990698,0.897275,4.774740,-0.209368,12.728408
265,529.949918,51.597680,0.459160,0.003912,5.176080,0.889146,4.989820,-0.241753,12.767234
266,531.949729,51.801595,0.466829,0.003759,5.369060,0.879796,5.161032,-0.271234,12.805909
267,533.949540,52.012242,0.474190,0.003605,5.567865,0.869348,2.068167,-0.298664,12.844429
268,535.949351,52.227362,0.481244,0.003451,5.647205,0.857891,-0.437823,-0.324633,12.882792
269,537.949162,52.442792,0.487992,0.003298,5.630478,0.845488,-0.420305,-0.348905,12.920996
270,539.948973,52.656720,0.494434,0.003146,5.614486,0.832213,-0.418075,-0.371287,12.959045
271,541.948784,52.869181,0.500572,0.002994,5.598643,0.818143,-0.436500,-0.391846,12.996940
272,543.948595,53.080182,0.506410,0.002845,5.582168,0.803353,-0.396348,-0.410643,13.034683
273,545.948406,53.289760,0.511952,0.002699,5.567268,0.787915,-0.414912,-0.427740,13.072278
274,547.948217,53.497949,0.517203,0.002555,5.551731,0.771898,-0.397291,-0.443201,13.109725
275,549.948028,53.704766,0.522169,0.002413,5.536911,0.755365,-0.384162,-0.457085,13.147028
276,551.947839,53.910251,0.526855,0.002274,5.522635,0.738380,-0.387666,-0.469451,13.184187
