right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z
174.455369,559.837684,1.682657,187.939019,552.518341,-0.747610
174.253394,559.470015,1.683238,187.749320,552.168463,-0.747381
174.052363,559.101830,1.683816,187.548411,551.797058,-0.747061
173.851332,558.733645,1.684393,187.349812,551.429922,-0.746745
173.650300,558.365460,1.684971,187.151212,551.062785,-0.746428
173.449813,557.996979,1.685540,186.918991,550.636585,-0.745667
173.249926,557.628171,1.686099,186.716567,550.266004,-0.744885
173.050039,557.259363,1.686658,186.516471,549.899682,-0.744112
172.850152,556.890556,1.687217,186.285484,549.478339,-0.743020
172.651381,556.521146,1.687728,186.081658,549.108529,-0.741798
