right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z
-394.606352,-387.230182,19.208016,-387.245114,-387.263495,19.115624
-394.615556,-389.228623,19.303809,-387.253271,-389.260989,19.210850
-394.626025,-391.227071,19.399426,-387.262288,-391.258490,19.305770
-394.637522,-393.225523,19.494842,-387.272101,-393.255999,19.400385
-394.650316,-395.223969,19.590057,-387.283151,-395.253522,19.494674
-394.663642,-397.222421,19.685047,-387.294867,-397.251054,19.588617
-394.677002,-399.220875,19.779803,-387.306996,-399.248600,19.682193
-394.689398,-401.219337,19.874297,-387.318978,-401.246163,19.775389
-394.701511,-403.217799,19.968529,-387.331002,-403.243746,19.868211
-394.713579,-405.216267,20.062478,-387.343156,-405.241343,19.960675
-394.726199,-407.214739,20.156131,-387.355680,-407.238961,20.052805
-394.738302,-409.213220,20.249459,-387.368441,-409.236593,20.144616
-394.749988,-411.211697,20.342451,-387.381340,-411.234256,20.236123
-394.761109,-413.210188,20.435090,-387.394193,-413.231935,20.327345
-394.770962,-415.208687,20.527368,-387.407278,-415.229644,20.418296
-394.779561,-417.207201,20.619282,-387.420456,-417.227376,20.508993
-394.786892,-419.205723,20.710819,-387.433463,-419.225139,20.599450
-394.792375,-421.204258,20.801968,-387.446472,-421.222934,20.689687
-394.796465,-423.202795,20.892721,-387.459514,-423.220765,20.779721
-394.799601,-425.201349,20.983080,-387.472751,-425.218626,20.869563
-394.802204,-427.199906,21.073067,-387.485731,-427.216528,20.959199
-394.804761,-429.198469,21.162687,-387.498642,-429.214466,21.048630
-394.808093,-431.197036,21.251972,-387.511869,-431.212441,21.137849
-394.811442,-433.195598,21.340911,-387.525028,-433.210460,21.226845
-394.814897,-435.194156,21.429510,-387.538224,-435.208521,21.315616
-394.818147,-437.192707,21.517777,-387.551651,-437.206623,21.404158
-394.824505,-439.191246,21.605776,-387.565006,-439.204760,21.492462
-394.834940,-441.189761,21.693537,-387.578341,-441.202937,21.580530
-394.851386,-443.188245,21.781119,-387.591652,-443.201152,21.668358
-394.872590,-445.186687,21.868530,-387.605324,-445.199406,21.755942
-394.896429,-447.185094,21.955782,-387.619160,-447.197690,21.843274
-394.920103,-449.183464,22.042862,-387.632900,-449.196008,21.930353
-394.946215,-451.181774,22.129857,-387.646564,-451.194356,22.017181
-394.973776,-453.180033,22.216797,-387.660294,-453.192732,22.103770
-395.002582,-455.178227,22.303739,-387.674430,-455.191135,22.190118
-395.031539,-457.176350,22.390730,-387.689127,-457.189563,22.276224
-395.060663,-459.174393,22.477831,-387.704268,-459.188018,22.362082
-395.090595,-461.172355,22.565108,-387.719453,-461.186502,22.447685
-395.118243,-463.170232,22.652543,-387.736133,-463.185011,22.533078
-395.142559,-465.168023,22.740147,-387.754535,-465.183542,22.618274
-395.161534,-467.165727,22.827915,-387.775172,-467.182102,22.703292
-395.176656,-469.163346,22.915895,-387.797667,-469.180690,22.788118
-395.190019,-471.160873,23.004132,-387.821233,-471.179309,22.872740
-395.204947,-473.158307,23.092677,-387.845064,-473.177962,22.957147
-395.217823,-475.155649,23.181425,-387.870011,-475.176652,23.041378
-395.229329,-477.152917,23.270322,-387.895609,-477.175377,23.125457
-395.239273,-479.150111,23.359297,-387.921284,-479.174143,23.209400
-395.248320,-481.147240,23.448284,-387.947701,-481.172946,23.293248
-395.256884,-483.144302,23.537225,-387.974362,-483.171796,23.377000
