s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1258.466011,674.986180,270.867215,0.233357,0.695270,0.000257,-0.104706,0.000170,0.000011,-0.000003,-7.570221,7.570221,-0.000003,-0.000007,0.000170
1258.884462,675.307586,271.135170,0.233257,0.695342,0.000261,-0.104707,0.000247,0.000063,0.000013,-7.570503,7.570503,0.000013,0.000037,0.000252
1259.305340,675.630854,271.404680,0.233156,0.695446,0.000288,-0.104701,0.000158,0.000052,0.000011,-7.570786,7.570786,0.000011,0.000035,0.000163
1259.726218,675.954017,271.674318,0.233037,0.695512,0.000310,-0.104697,0.000163,0.000004,-0.000003,-7.570871,7.570871,-0.000003,-0.000013,0.000163
1260.144670,676.275231,271.942503,0.232903,0.695580,0.000311,-0.104698,-0.000214,-0.000007,0.000004,-7.570783,7.570783,0.000004,0.000015,-0.000214
1260.565547,676.598308,272.212243,0.232771,0.695490,0.000308,-0.104696,0.000642,0.000088,0.000006,-7.570696,7.570696,0.000006,0.000020,0.000647
1260.983999,676.919521,272.480428,0.232637,0.695759,0.000345,-0.104694,-0.000597,-0.000030,0.000011,-7.570608,7.570608,0.000011,0.000033,-0.000596
1261.407303,677.244351,272.751855,0.232485,0.695506,0.000333,-0.104689,0.000157,0.000007,-0.000003,-7.570155,7.570155,-0.000003,-0.000010,0.000156
1261.825755,677.565457,273.020169,0.232333,0.695572,0.000335,-0.104690,0.000037,0.000032,0.000009,-7.569679,7.569679,0.000009,0.000028,0.000040
1262.246633,677.888427,273.290037,0.232181,0.695587,0.000349,-0.104686,0.000169,0.000050,0.000011,-7.569203,7.569203,0.000011,0.000032,0.000174
1262.667510,678.211338,273.559973,0.232019,0.695659,0.000370,-0.104682,0.000149,0.000009,-0.000003,-7.568613,7.568613,-0.000003,-0.000006,0.000149
1263.085961,678.532299,273.828460,0.231844,0.695721,0.000374,-0.104683,-0.000205,-0.000012,0.000004,-7.567837,7.567837,0.000004,0.000010,-0.000205
1263.506838,678.855125,274.098498,0.231667,0.695634,0.000369,-0.104681,0.000856,0.000126,0.000010,-7.567062,7.567062,0.000010,0.000036,0.000864
1263.925289,679.176088,274.366984,0.231491,0.695992,0.000421,-0.104677,0.000332,0.000031,0.000000,-7.566287,7.566287,0.000000,-0.000004,0.000333
1264.343739,679.496893,274.635655,0.231289,0.696131,0.000434,-0.104677,0.000149,0.000011,-0.000003,-7.565345,7.565345,-0.000003,-0.000005,0.000149
1264.762189,679.817660,274.904372,0.231081,0.696194,0.000439,-0.104678,0.000023,0.000025,0.000009,-7.564372,7.564372,0.000009,0.000023,0.000025
1265.183067,680.140292,275.174644,0.230872,0.696203,0.000450,-0.104675,0.001694,0.000174,-0.000003,-7.563399,7.563399,-0.000004,-0.000004,0.001703
1265.596663,680.457288,275.440304,0.230657,0.696904,0.000522,-0.104676,0.000146,0.000002,-0.000003,-7.562395,7.562395,-0.000003,-0.000014,0.000145
1266.015113,680.777836,275.709282,0.230411,0.696965,0.000522,-0.104677,-0.000201,-0.000004,0.000004,-7.561351,7.561351,0.000004,0.000017,-0.000200
1266.435990,681.100247,275.979816,0.230166,0.696880,0.000521,-0.104675,0.000745,0.000101,0.000008,-7.560306,7.560306,0.000008,0.000023,0.000751
1266.854440,681.420795,276.248795,0.229921,0.697192,0.000563,-0.104672,0.001287,0.000109,-0.000010,-7.559260,7.559260,-0.000011,-0.000026,0.001291
1267.268036,681.737494,276.514807,0.229657,0.697724,0.000608,-0.104676,0.000146,0.000003,-0.000003,-7.558222,7.558222,-0.000004,-0.000012,0.000146
1267.686486,682.057834,276.784034,0.229376,0.697785,0.000609,-0.104678,-0.000186,-0.000004,0.000005,-7.557223,7.557223,0.000005,0.000016,-0.000186
1268.107363,682.380035,277.054818,0.229095,0.697707,0.000607,-0.104676,0.000444,0.000059,0.000003,-7.556224,7.556224,0.000002,0.000013,0.000448
1268.525814,682.700371,277.324049,0.228814,0.697893,0.000632,-0.104675,0.000176,0.000005,-0.000003,-7.555220,7.555220,-0.000003,-0.000013,0.000175
1268.944263,683.020644,277.593355,0.228521,0.697966,0.000635,-0.104676,0.000144,0.000009,-0.000003,-7.554210,7.554210,-0.000003,-0.000007,0.000144
1269.362713,683.340914,277.862664,0.228229,0.698027,0.000638,-0.104677,-0.000074,0.000015,0.000007,-7.553203,7.553203,0.000007,0.000022,-0.000072
1269.783590,683.663046,278.133530,0.227936,0.697996,0.000644,-0.104674,-0.000089,0.000011,0.000007,-7.552196,7.552196,0.000007,0.000021,-0.000087
1270.204467,683.985145,278.404434,0.227637,0.697958,0.000649,-0.104671,0.000146,0.000008,-0.000003,-7.551117,7.551117,-0.000003,-0.000007,0.000146
1270.622917,684.305357,278.673813,0.227334,0.698019,0.000653,-0.104673,-0.000199,-0.000011,0.000004,-7.549963,7.549963,0.000004,0.000010,-0.000199
1271.043793,684.627430,278.944748,0.227029,0.697935,0.000648,-0.104671,0.001533,0.000229,0.000024,-7.548810,7.548810,0.000023,0.000067,0.001549
1271.462243,684.947641,279.214126,0.226726,0.698577,0.000744,-0.104661,0.001897,0.000120,-0.000028,-7.547657,7.547657,-0.000030,-0.000079,0.001899
1271.870986,685.260122,279.477616,0.226380,0.699352,0.000793,-0.104673,0.000147,0.000003,-0.000003,-7.546516,7.546516,-0.000004,-0.000012,0.000146
1272.289436,685.579989,279.747403,0.226019,0.699413,0.000794,-0.104674,0.000167,0.000055,0.000012,-7.545434,7.545434,0.000011,0.000037,0.000172
1272.710312,685.901715,280.018751,0.225658,0.699484,0.000817,-0.104669,0.002756,0.000253,-0.000011,-7.544352,7.544352,-0.000014,-0.000036,0.002767
1273.119055,686.214079,280.282377,0.225292,0.700610,0.000920,-0.104674,0.000148,0.000007,-0.000003,-7.543241,7.543241,-0.000003,-0.000008,0.000148
1273.537505,686.533637,280.552530,0.224880,0.700672,0.000923,-0.104675,-0.000202,-0.000010,0.000004,-7.542263,7.542263,0.000004,0.000011,-0.000202
1273.958382,686.855053,280.824246,0.224467,0.700587,0.000919,-0.104674,0.000837,0.000122,0.000011,-7.541284,7.541284,0.000010,0.000034,0.000846
1274.376832,687.174610,281.094400,0.224056,0.700937,0.000970,-0.104669,0.002111,0.000149,-0.000024,-7.540306,7.540306,-0.000026,-0.000072,0.002115
1274.785575,687.486606,281.358464,0.223628,0.701800,0.001031,-0.104679,-0.000205,-0.000012,0.000004,-7.539391,7.539391,0.000004,0.000010,-0.000205
1275.206453,687.807781,281.630463,0.223174,0.701714,0.001027,-0.104677,0.000155,0.000011,-0.000003,-7.538589,7.538589,-0.000003,-0.000005,0.000155
1275.624903,688.127102,281.900898,0.222723,0.701779,0.001031,-0.104678,0.000451,0.000097,0.000017,-7.537786,7.537786,0.000017,0.000050,0.000459
1276.045780,688.448277,282.172898,0.222269,0.701969,0.001072,-0.104671,0.001372,0.000079,-0.000023,-7.536983,7.536983,-0.000025,-0.000065,0.001373
1276.456951,688.761893,282.438804,0.221801,0.702533,0.001105,-0.104681,0.000165,0.000003,-0.000003,-7.536389,7.536389,-0.000003,-0.000014,0.000165
1276.875402,689.081056,282.709426,0.221322,0.702602,0.001106,-0.104682,0.000171,0.000020,-0.000003,-7.535820,7.535820,-0.000003,0.000002,0.000172
1277.293853,689.400219,282.980047,0.220845,0.702674,0.001114,-0.104683,0.001217,0.000088,-0.000011,-7.535252,7.535252,-0.000013,-0.000040,0.001219
1277.707451,689.715679,283.247531,0.220371,0.703177,0.001150,-0.104688,-0.000214,-0.000007,0.000004,-7.534786,7.534786,0.000004,0.000016,-0.000214
1278.128329,690.036631,283.519796,0.219880,0.703087,0.001148,-0.104686,0.000148,0.000007,-0.000003,-7.534480,7.534480,-0.000003,-0.000009,0.000148
1278.546780,690.355730,283.790493,0.219390,0.703149,0.001150,-0.104687,0.000314,0.000039,-0.000000,-7.534173,7.534173,-0.000000,0.000006,0.000316
1278.965231,690.674833,284.061184,0.218901,0.703280,0.001167,-0.104687,0.001127,0.000076,-0.000013,-7.533871,7.533871,-0.000014,-0.000042,0.001129
1279.378828,690.990203,284.328776,0.218411,0.703746,0.001198,-0.104693,0.000165,0.000006,-0.000003,-7.533789,7.533789,-0.000003,-0.000011,0.000165
1279.797280,691.309232,284.599555,0.217909,0.703815,0.001201,-0.104694,-0.000128,0.000008,0.000006,-7.533770,7.533770,0.000006,0.000021,-0.000126
1280.218158,691.630111,284.871906,0.217405,0.703761,0.001204,-0.104691,0.001994,0.000179,-0.000010,-7.533753,7.533753,-0.000013,-0.000030,0.002001
1280.629329,691.943569,285.137998,0.216907,0.704581,0.001278,-0.104696,-0.000222,-0.000014,0.000004,-7.533726,7.533726,0.000004,0.000010,-0.000222
1281.050207,692.264281,285.410545,0.216374,0.704488,0.001272,-0.104694,0.000166,0.000009,-0.000003,-7.533878,7.533878,-0.000003,-0.000009,0.000166
1281.468658,692.583145,285.681520,0.215844,0.704557,0.001275,-0.104695,-0.000018,-0.000013,-0.000007,-7.534029,7.534029,-0.000007,-0.000011,-0.000019
1281.887110,692.902008,285.952495,0.215314,0.704550,0.001270,-0.104698,-0.000233,-0.000016,0.000004,-7.534181,7.534181,0.000004,0.000008,-0.000233
1282.307988,693.222762,286.224992,0.214787,0.704452,0.001263,-0.104697,0.000169,0.000011,-0.000003,-7.534402,7.534402,-0.000003,-0.000007,0.000169
1282.726439,693.541670,286.495915,0.214263,0.704522,0.001268,-0.104698,-0.000466,-0.000046,-0.000001,-7.534632,7.534632,-0.000001,0.000002,-0.000468
1283.147317,693.862427,286.768409,0.213736,0.704326,0.001248,-0.104698,-0.000785,-0.000140,-0.000022,-7.534863,7.534863,-0.000021,-0.000058,-0.000795
1283.565768,694.181391,287.039265,0.213220,0.703998,0.001189,-0.104707,-0.001038,-0.000058,0.000016,-7.535179,7.535179,0.000017,0.000051,-0.001039
1283.991500,694.506124,287.314575,0.212732,0.703556,0.001165,-0.104701,-0.000225,-0.000015,0.000004,-7.535485,7.535485,0.000004,0.000008,-0.000225
1284.412378,694.827171,287.586727,0.212250,0.703461,0.001158,-0.104699,-0.001012,-0.000173,-0.000027,-7.535772,7.535772,-0.000025,-0.000066,-0.001024
1284.830829,695.146368,287.857309,0.211772,0.703038,0.001086,-0.104710,-0.002544,-0.000218,0.000014,-7.536059,7.536059,0.000016,0.000049,-0.002553
1285.261414,695.475097,288.135412,0.211324,0.701942,0.000992,-0.104704,-0.000223,-0.000012,0.000004,-7.536537,7.536537,0.000004,0.000011,-0.000223
1285.682292,695.796611,288.407012,0.210917,0.701849,0.000987,-0.104703,-0.000049,-0.000027,-0.000007,-7.536910,7.536910,-0.000007,-0.000022,-0.000051
1286.100744,696.116272,288.677045,0.210514,0.701828,0.000975,-0.104706,-0.003095,-0.000461,-0.000053,-7.537283,7.537283,-0.000050,-0.000135,-0.003126
1286.521621,696.437836,288.948587,0.210115,0.700525,0.000781,-0.104728,-0.004496,-0.000269,0.000068,-7.537735,7.537735,0.000072,0.000203,-0.004500
1286.969193,696.780497,289.236517,0.209806,0.698513,0.000661,-0.104698,-0.000218,-0.000011,0.000004,-7.537778,7.537778,0.000004,0.000012,-0.000218
1287.390072,697.102803,289.507179,0.209527,0.698421,0.000657,-0.104696,-0.001145,-0.000197,-0.000029,-7.537736,7.537736,-0.000028,-0.000076,-0.001159
1287.808523,697.423250,289.776279,0.209250,0.697942,0.000574,-0.104708,-0.003959,-0.000329,0.000028,-7.537696,7.537696,0.000030,0.000087,-0.003972
