s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1726.059976,-711.136777,-1036.300040,96.143757,2.832084,-0.131938,-0.000375,0.002484,-0.000102,-0.000359,-1.746000,6.397852,-0.000032,-0.000102,0.002463
1728.059755,-713.025707,-1035.698512,96.406862,2.837052,-0.132141,-0.001092,0.002617,-0.000152,-0.000517,-1.817696,6.360031,-0.000172,-0.000155,0.002594
1730.060282,-714.918298,-1035.106298,96.670468,2.842287,-0.132444,-0.002127,0.002749,-0.000170,-0.000728,-1.896409,6.314139,-0.000365,-0.000176,0.002724
1732.061745,-716.814815,-1034.523882,96.934800,2.847789,-0.132785,-0.003583,0.002878,-0.000150,-0.000976,-1.979344,6.263643,-0.000595,-0.000160,0.002852
1734.064318,-718.715512,-1033.951746,97.199954,2.853552,-0.133086,-0.005538,0.003002,-0.000089,-0.001243,-2.070447,6.205323,-0.000845,-0.000105,0.002975
1736.068153,-720.620637,-1033.390368,97.465869,2.859568,-0.133264,-0.008029,0.003122,-0.000003,-0.001507,-2.171108,6.135129,-0.001092,-0.000027,0.003094
1738.073378,-722.530420,-1032.840220,97.732320,2.865829,-0.133270,-0.011051,0.003234,0.000100,-0.001758,-2.302133,6.054532,-0.001328,0.000064,0.003207
1740.080069,-724.445040,-1032.301768,97.998971,2.872319,-0.133070,-0.014579,0.003338,0.000221,-0.001997,-2.486116,5.968916,-0.001554,0.000173,0.003311
1742.088250,-726.364624,-1031.775464,98.265417,2.879022,-0.132626,-0.018589,0.003430,0.000365,-0.002220,-2.695098,5.878404,-0.001767,0.000302,0.003406
1744.097872,-728.289217,-1031.261747,98.531162,2.885914,-0.131893,-0.023051,0.003509,0.000522,-0.002415,-2.902168,5.778253,-0.001954,0.000442,0.003489
1746.108802,-730.218774,-1030.761029,98.795609,2.892969,-0.130842,-0.027908,0.003572,0.000684,-0.002570,-3.113365,5.665185,-0.002104,0.000585,0.003559
1748.120818,-732.153150,-1030.273692,99.058094,2.900155,-0.129465,-0.033078,0.003617,0.000850,-0.002685,-3.332473,5.536601,-0.002218,0.000731,0.003613
1750.133596,-734.092080,-1029.800073,99.317919,2.907436,-0.127755,-0.038482,0.003643,0.001023,-0.002772,-3.555932,5.389250,-0.002308,0.000883,0.003650
1752.146708,-736.035172,-1029.340454,99.574361,2.914770,-0.125697,-0.044063,0.003646,0.001203,-0.002844,-3.783644,5.215663,-0.002387,0.001043,0.003667
1754.159620,-737.981909,-1028.895056,99.826655,2.922110,-0.123274,-0.049788,0.003625,0.001382,-0.002902,-4.017506,5.026001,-0.002456,0.001201,0.003662
1756.171703,-739.931653,-1028.464009,100.073996,2.929403,-0.120493,-0.055626,0.003578,0.001545,-0.002933,-4.259737,4.851949,-0.002503,0.001345,0.003632
1758.182246,-741.883655,-1028.047349,100.315586,2.936597,-0.117387,-0.061524,0.003530,0.001679,-0.002936,-4.500714,4.686616,-0.002522,0.001460,0.003602
1760.190474,-743.837070,-1027.645017,100.550692,2.943686,-0.114014,-0.067420,0.003525,0.001778,-0.002904,-4.739749,4.509177,-0.002503,0.001538,0.003614
1762.195593,-745.791022,-1027.256967,100.778706,2.950754,-0.110450,-0.073243,0.003590,0.001830,-0.002830,-4.978951,4.324037,-0.002434,0.001564,0.003692
1764.196841,-747.744684,-1026.883345,100.999177,2.957938,-0.106788,-0.078906,0.003732,0.001823,-0.002702,-5.211151,4.127050,-0.002304,0.001524,0.003843
1766.193531,-749.697322,-1026.524544,101.211863,2.965390,-0.103149,-0.084301,0.003952,0.001749,-0.002499,-5.439690,3.907791,-0.002092,0.001412,0.004064
1768.185073,-751.648318,-1026.181227,101.416774,2.973260,-0.099665,-0.089278,0.004227,0.001605,-0.002203,-5.680497,3.656344,-0.001783,0.001224,0.004332
1770.171012,-753.597189,-1025.854304,101.614206,2.981654,-0.096478,-0.093654,0.004531,0.001395,-0.001797,-5.931616,3.410419,-0.001361,0.000967,0.004620
1772.151035,-755.543572,-1025.544824,101.804746,2.990625,-0.093716,-0.097212,0.004900,0.001134,-0.001285,-6.168435,3.180249,-0.000826,0.000655,0.004966
1774.124992,-757.487236,-1025.253908,101.989255,3.000298,-0.091477,-0.099748,0.005314,0.000842,-0.000668,-6.394228,2.931429,-0.000183,0.000311,0.005349
1776.092929,-759.428139,-1024.982917,102.168791,3.010755,-0.089820,-0.101063,0.005703,0.000545,0.000044,-6.603713,2.668021,0.000556,-0.000031,0.005706
1778.055062,-761.366375,-1024.733273,102.344538,3.021946,-0.088752,-0.100977,0.006036,0.000286,0.000823,-6.793135,2.418538,0.001358,-0.000321,0.006010
1780.011789,-763.302155,-1024.506229,102.517703,3.033756,-0.088191,-0.099366,0.006301,0.000112,0.001615,-6.965843,2.199472,0.002170,-0.000511,0.006257
1781.963657,-765.235790,-1024.302796,102.689340,3.046055,-0.087973,-0.096213,0.006493,0.000040,0.002350,-7.120547,2.022306,0.002921,-0.000582,0.006442
1783.911365,-767.167710,-1024.123726,102.860187,3.058701,-0.087896,-0.091635,0.006609,0.000056,0.002963,-7.253065,1.881292,0.003543,-0.000547,0.006561
1785.855746,-769.098458,-1023.969495,103.030600,3.071553,-0.087787,-0.085873,0.006651,0.000124,0.003413,-7.368358,1.752843,0.003996,-0.000445,0.006612
1787.797746,-771.028685,-1023.840318,103.200605,3.084469,-0.087547,-0.079245,0.006618,0.000212,0.003692,-7.461849,1.634594,0.004270,-0.000311,0.006589
1789.738425,-772.959145,-1023.736158,103.370050,3.097313,-0.087136,-0.072081,0.006541,0.000292,0.003809,-7.518224,1.532654,0.004378,-0.000178,0.006521
1791.678932,-774.890677,-1023.656759,103.538707,3.110006,-0.086569,-0.064689,0.006456,0.000347,0.003796,-7.541298,1.465428,0.004354,-0.000070,0.006441
1793.620488,-776.824198,-1023.601784,103.706381,3.122542,-0.085895,-0.057320,0.006377,0.000371,0.003680,-7.489794,1.502681,0.004227,0.000007,0.006365
1795.564334,-778.760647,-1023.570953,103.872970,3.134938,-0.085173,-0.050167,0.006309,0.000365,0.003485,-7.335637,1.624507,0.004021,0.000049,0.006297
1797.511687,-780.700941,-1023.564063,104.038481,-3.135960,-0.084462,-0.043381,0.006273,0.000318,0.003227,-7.138835,1.798147,0.003756,0.000047,0.006258
1799.463673,-782.645906,-1023.581021,104.203023,-3.123715,-0.083842,-0.037082,0.006295,0.000214,0.002916,-6.897512,1.984779,0.003444,-0.000018,0.006277
1801.421285,-784.596222,-1023.621921,104.366845,-3.111392,-0.083422,-0.031373,0.006414,0.000045,0.002559,-6.603378,2.197780,0.003093,-0.000155,0.006390
1803.385314,-786.552343,-1023.687154,104.530397,-3.098794,-0.083333,-0.026348,0.006672,-0.000199,0.002162,-6.273579,2.467388,0.002717,-0.000374,0.006641
1805.356290,-788.514405,-1023.777546,104.694364,-3.085644,-0.083725,-0.022087,0.007073,-0.000514,0.001741,-5.933458,2.753866,0.002333,-0.000669,0.007035
1807.334431,-790.482151,-1023.894505,104.859706,-3.071653,-0.084741,-0.018642,0.007498,-0.000886,0.001331,-5.614607,3.033300,0.001966,-0.001025,0.007453
1809.319610,-792.454860,-1024.039939,105.027652,-3.056768,-0.086500,-0.015999,0.007869,-0.001268,0.000976,-5.307626,3.307409,0.001656,-0.001394,0.007819
1811.311440,-794.431451,-1024.215684,105.199654,-3.041093,-0.089027,-0.014055,0.008179,-0.001605,0.000706,-5.019118,3.575772,0.001434,-0.001719,0.008123
1813.309319,-796.410563,-1024.423322,105.377208,-3.024753,-0.092234,-0.012644,0.008421,-0.001854,0.000528,-4.763076,3.830064,0.001304,-0.001960,0.008361
1815.312499,-798.390647,-1024.664125,105.561629,-3.007883,-0.095947,-0.011586,0.008604,-0.001999,0.000418,-4.539761,4.067170,0.001242,-0.002098,0.008541
1817.320137,-800.370059,-1024.939035,105.753881,-2.990609,-0.099960,-0.010747,0.008714,-0.002043,0.000345,-4.348509,4.279064,0.001214,-0.002136,0.008648
