s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
5449.655746,206.686340,-505.326078,4.466816,1.840048,-0.042780,-0.049635,0.048140,0.000096,-0.002778,-5.068449,5.068449,-0.000719,-0.002290,0.048042
5450.528744,206.443005,-504.488507,4.504052,1.882074,-0.042696,-0.052060,0.037217,0.001132,-0.002167,-5.046976,5.046976,-0.000578,-0.000804,0.037192
5451.452023,206.142522,-503.616374,4.543266,1.916436,-0.041651,-0.054061,0.061907,-0.001306,-0.003157,-5.032104,5.032104,-0.000580,-0.004646,0.061692
5452.175306,205.877696,-502.943980,4.573123,1.961212,-0.042595,-0.056345,0.030330,0.000013,-0.001207,-4.999965,4.999965,0.000085,-0.001694,0.030255
5453.235365,205.464904,-501.968632,4.618116,1.993364,-0.042581,-0.057624,0.055982,0.001004,-0.002625,-4.979136,4.979136,-0.000242,-0.002219,0.055896
5453.959131,205.140179,-501.322512,4.648465,2.033882,-0.041855,-0.059524,0.031097,-0.000641,-0.001327,-4.944803,4.944803,-0.000025,-0.002489,0.030977
5454.943842,204.683886,-500.450858,4.689352,2.064504,-0.042486,-0.060830,0.045749,0.000778,-0.001089,-4.906716,4.906716,0.000854,-0.002002,0.045670
5455.792184,204.255324,-499.719586,4.724842,2.103314,-0.041826,-0.061754,0.043107,-0.001788,-0.001305,-4.874867,4.874867,0.000497,-0.004443,0.042877
5456.595994,203.824013,-499.042101,4.757931,2.137964,-0.043264,-0.062803,0.025433,0.002595,-0.000004,-4.824992,4.824992,0.001096,0.000995,0.025522
5457.649206,203.241717,-498.165660,4.803088,2.164751,-0.040531,-0.062808,0.034646,-0.002027,-0.000224,-4.784729,4.784729,0.001180,-0.004196,0.034423
5458.453504,202.761498,-497.521244,4.834908,2.192617,-0.042161,-0.062988,0.020251,-0.001031,0.000715,-4.736795,4.736795,0.001569,-0.002302,0.020128
5459.388306,202.199290,-496.775415,4.873843,2.211547,-0.043125,-0.062319,0.018389,0.002777,0.001122,-4.691650,4.691650,0.001915,0.001628,0.018509
5460.429192,201.561736,-495.953836,4.918309,2.230688,-0.040234,-0.061151,0.016141,-0.002482,0.001285,-4.652241,4.652241,0.001934,-0.003463,0.015946
5461.308318,200.998199,-495.279977,4.953002,2.244878,-0.042415,-0.060022,0.014868,0.002892,0.001828,-4.612510,4.612510,0.002458,0.001996,0.015002
5462.392770,200.309418,-494.443597,4.998665,2.261002,-0.039279,-0.058039,0.025648,-0.001571,0.001066,-4.573974,4.573974,0.002073,-0.003055,0.025494
5463.247233,199.740815,-493.806639,5.031563,2.282917,-0.040621,-0.057129,0.019423,0.007483,0.001792,-4.539799,4.539799,0.002580,0.006362,0.019803
5464.220080,199.092170,-493.082652,5.070723,2.301813,-0.033342,-0.055386,0.075518,-0.005601,-0.000702,-4.515755,4.515755,0.001816,-0.009770,0.075051
5464.894204,198.631974,-492.590544,5.092910,2.352722,-0.037117,-0.055858,0.042667,-0.000597,0.001470,-4.512786,4.512786,0.003053,-0.002977,0.042537
5465.798617,198.002632,-491.941891,5.126683,2.391310,-0.037658,-0.054529,0.018047,0.000224,0.002219,-4.536146,4.536146,0.002898,-0.000759,0.018019
5466.752854,197.308366,-491.288236,5.162702,2.408531,-0.037443,-0.052412,0.046383,-0.000095,0.001515,-4.549403,4.549403,0.003251,-0.002523,0.046282
5467.713283,196.600770,-490.639832,5.198814,2.453079,-0.037535,-0.050957,0.020602,0.002374,0.001919,-4.570978,4.570978,0.002692,0.001322,0.020681
5468.673380,195.850066,-490.042375,5.234547,2.472858,-0.035256,-0.049115,0.012651,-0.000996,0.001718,-4.557642,4.557642,0.002164,-0.001616,0.012579
5469.609106,195.106694,-489.475003,5.267236,2.484696,-0.036188,-0.047507,0.001238,0.000514,0.002329,-4.547842,4.547842,0.002374,0.000454,0.001261
5470.663111,194.270217,-488.834860,5.305302,2.486001,-0.035647,-0.045052,0.008002,-0.001497,0.002008,-4.537952,4.537952,0.002293,-0.001855,0.007921
5471.673534,193.466099,-488.224073,5.341213,2.494087,-0.037159,-0.043023,0.009023,-0.002262,0.002202,-4.528340,4.528340,0.002537,-0.002648,0.008911
5472.665264,192.672449,-487.630527,5.377974,2.503035,-0.039402,-0.040840,0.000066,-0.000073,0.002938,-4.521981,4.521981,0.002941,-0.000076,0.000063
5473.713034,191.830898,-487.007702,5.419227,2.503104,-0.039479,-0.037762,-0.000440,0.000070,0.002973,-4.519369,4.519369,0.002956,0.000086,-0.000436
5474.767030,190.984519,-486.380947,5.460812,2.502641,-0.039405,-0.034628,0.000315,0.000011,0.002939,-4.516866,4.516866,0.002952,-0.000000,0.000315
5475.814818,190.143094,-485.757921,5.502072,2.502971,-0.039394,-0.031548,-0.000043,-0.000025,0.002951,-4.514369,4.514369,0.002949,-0.000024,-0.000043
5476.862607,189.301509,-485.135110,5.543323,2.502926,-0.039420,-0.028456,-0.000668,0.003512,0.002964,-4.511864,4.511864,0.002938,0.003530,-0.000567
5477.910397,188.460232,-484.511883,5.584608,2.502226,-0.035740,-0.025350,0.000147,0.002785,0.001999,-4.509846,4.509846,0.002004,0.002780,0.000217
5478.951987,187.624879,-483.890827,5.621825,2.502379,-0.032839,-0.023269,-0.000135,0.002449,0.001444,-4.511566,4.511566,0.001440,0.002451,-0.000078
5479.999822,186.785322,-483.264792,5.656239,2.502238,-0.030273,-0.021756,0.000121,0.002649,0.000950,-4.515554,4.515554,0.000954,0.002646,0.000178
5481.041450,185.951067,-482.641887,5.687779,2.502363,-0.027514,-0.020766,0.000292,0.001883,0.000525,-4.521991,4.521991,0.000533,0.001876,0.000331
5482.083049,185.117686,-482.017722,5.716456,2.502667,-0.025553,-0.020219,-0.000648,0.002186,0.000367,-4.530824,4.530824,0.000351,0.002199,-0.000604
5483.130861,184.279997,-481.388858,5.743258,2.501988,-0.023263,-0.019835,-0.000002,0.003790,0.000224,-4.541248,4.541248,0.000224,0.003790,0.000073
5484.172443,183.448307,-480.762283,5.767524,2.501986,-0.019315,-0.019601,-0.000998,0.002611,0.000095,-4.553647,4.553647,0.000076,0.002630,-0.000946
5485.226419,182.607711,-480.126793,5.787933,2.500934,-0.016562,-0.019501,0.000830,0.002307,0.000025,-4.569213,4.569213,0.000039,0.002290,0.000874
5486.267942,181.777659,-479.497919,5.805238,2.501798,-0.014160,-0.019475,-0.000877,0.000536,0.000097,-4.586024,4.586024,0.000085,0.000553,-0.000867
5487.328140,180.932647,-478.857803,5.820316,2.500868,-0.013591,-0.019372,0.000975,-0.000368,0.000379,-4.603041,4.603041,0.000392,-0.000386,0.000967
5488.375917,180.097194,-478.225624,5.834611,2.501890,-0.013977,-0.018975,0.001499,-0.001611,0.000793,-4.617916,4.617916,0.000814,-0.001639,0.001468
5489.429927,179.255704,-477.591107,5.849390,2.503469,-0.015675,-0.018139,0.001817,-0.002744,0.001278,-4.630321,4.630321,0.001307,-0.002776,0.001767
